,Date,Region,Area,Cases,"Cases per 100,000"
22793,2020-06-05,San Gabriel Valley,City of Temple City,174,477.3
22794,2020-06-05,Southeast,City of Vernon,4,1913.88
22795,2020-06-05,San Gabriel Valley,City of Walnut,52,170.31
22796,2020-06-05,San Gabriel Valley,City of West Covina,433,400.06
22797,2020-06-05,Central LA,City of West Hollywood,188,508.78
22798,2020-06-05,Santa Monica Mountains,City of Westlake Village,6,71.77
22799,2020-06-05,San Gabriel Valley,City of Whittier,373,426.62
22800,2020-06-05,,Los Angeles,28297,699.62
22801,2020-06-05,South LA,Los Angeles - Adams-Normandie,56,682.76
22802,2020-06-05,South LA,Los Angeles - Alsace,58,466.05
22803,2020-06-05,Angeles Forest,Los Angeles - Angeles National Forest,0,0.0
22804,2020-06-05,Central LA,Los Angeles - Angelino Heights,18,719.42
22805,2020-06-05,San Fernando Valley,Los Angeles - Arleta,296,861.22
22806,2020-06-05,Northeast LA,Los Angeles - Atwater Village,52,354.56
22807,2020-06-05,South LA,Los Angeles - Baldwin Hills,181,581.53
22808,2020-06-05,Westside,Los Angeles - Bel Air,38,450.82
22809,2020-06-05,Westside,Los Angeles - Beverly Crest,37,295.41
22810,2020-06-05,Westside,Los Angeles - Beverlywood,37,280.88
22811,2020-06-05,,Los Angeles - Boyle Heights*,888,1022.05
22812,2020-06-05,Westside,Los Angeles - Brentwood,85,274.59
22813,2020-06-05,Central LA,Los Angeles - Brookside,0,0.0
22814,2020-06-05,Central LA,Los Angeles - Cadillac-Corning,34,477.46
22815,2020-06-05,San Fernando Valley,Los Angeles - Canoga Park,548,839.35
22816,2020-06-05,Central LA,Los Angeles - Carthay,89,619.65
22817,2020-06-05,Central LA,Los Angeles - Central,514,1318.22
22818,2020-06-05,Westside,Los Angeles - Century City,36,281.43
22819,2020-06-05,South LA,Los Angeles - Century Palms/Cove,352,1042.47
22820,2020-06-05,San Fernando Valley,Los Angeles - Chatsworth,210,566.63
22821,2020-06-05,Westside,Los Angeles - Cheviot Hills,22,239.89
22822,2020-06-05,Central LA,Los Angeles - Chinatown,26,324.15
22823,2020-06-05,Central LA,Los Angeles - Cloverdale/Cochran,80,549.71
22824,2020-06-05,Central LA,Los Angeles - Country Club Park,105,692.93
22825,2020-06-05,South LA,Los Angeles - Crenshaw District,82,592.96
22826,2020-06-05,Central LA,Los Angeles - Crestview,92,809.29
22827,2020-06-05,Westside,Los Angeles - Del Rey,84,280.6
22828,2020-06-05,,Los Angeles - Downtown*,163,592.58
22829,2020-06-05,Northeast LA,Los Angeles - Eagle Rock,193,487.51
22830,2020-06-05,Central LA,Los Angeles - East Hollywood,237,809.23
22831,2020-06-05,Central LA,Los Angeles - Echo Park,50,350.73
22832,2020-06-05,Eastside,Los Angeles - El Sereno,201,480.77
22833,2020-06-05,Central LA,Los Angeles - Elysian Park,16,280.11
22834,2020-06-05,Central LA,Los Angeles - Elysian Valley,62,609.58
22835,2020-06-05,San Fernando Valley,Los Angeles - Encino,143,316.57
22836,2020-06-05,South LA,Los Angeles - Exposition,12,360.79
22837,2020-06-05,Central LA,Los Angeles - Exposition Park,286,636.73
22838,2020-06-05,Central LA,Los Angeles - Faircrest Heights,5,138.89
22839,2020-06-05,South LA,Los Angeles - Figueroa Park Square,42,481.6
22840,2020-06-05,South LA,Los Angeles - Florence-Firestone,488,1028.56
22841,2020-06-05,Northeast LA,Los Angeles - Glassell Park,195,617.01
22842,2020-06-05,South LA,Los Angeles - Gramercy Place,74,687.48
22843,2020-06-05,San Fernando Valley,Los Angeles - Granada Hills,383,658.18
22844,2020-06-05,South LA,Los Angeles - Green Meadows,203,943.97
22845,2020-06-05,Central LA,Los Angeles - Hancock Park,83,487.12
22846,2020-06-05,Harbor,Los Angeles - Harbor City,113,388.72
22847,2020-06-05,Harbor,Los Angeles - Harbor Gateway,165,378.44
22848,2020-06-05,Harbor,Los Angeles - Harbor Pines,9,373.6
22849,2020-06-05,Central LA,Los Angeles - Harvard Heights,152,842.81
22850,2020-06-05,South LA,Los Angeles - Harvard Park,361,951.63
22851,2020-06-05,Northeast LA,Los Angeles - Highland Park,228,471.16
22852,2020-06-05,Central LA,Los Angeles - Historic Filipinotown,149,1074.26
22853,2020-06-05,Central LA,Los Angeles - Hollywood,294,430.74
22854,2020-06-05,Central LA,Los Angeles - Hollywood Hills,87,295.58
22855,2020-06-05,South LA,Los Angeles - Hyde Park,176,616.66
22856,2020-06-05,South LA,Los Angeles - Jefferson Park,45,557.41
22857,2020-06-05,Central LA,Los Angeles - Koreatown,322,622.91
22858,2020-06-05,Central LA,Los Angeles - Lafayette Square,21,460.63
22859,2020-06-05,San Fernando Valley,Los Angeles - Lake Balboa,219,518.88
22860,2020-06-05,San Fernando Valley,Los Angeles - Lakeview Terrace,121,921.34
22861,2020-06-05,South LA,Los Angeles - Leimert Park,62,406.96
22862,2020-06-05,Eastside,Los Angeles - Lincoln Heights,302,926.47
22863,2020-06-05,Central LA,Los Angeles - Little Armenia,213,2654.21
22864,2020-06-05,Central LA,Los Angeles - Little Bangladesh,161,568.04
22865,2020-06-05,Central LA,Los Angeles - Little Tokyo,23,734.12
22866,2020-06-05,Central LA,Los Angeles - Longwood,28,650.56
22867,2020-06-05,Central LA,Los Angeles - Los Feliz,56,259.16
22868,2020-06-05,South LA,Los Angeles - Manchester Square,27,316.31
22869,2020-06-05,Westside,Los Angeles - Mandeville Canyon,2,64.02
22870,2020-06-05,Westside,Los Angeles - Mar Vista,88,207.2
22871,2020-06-05,Westside,Los Angeles - Marina Peninsula,15,344.04
22872,2020-06-05,Central LA,Los Angeles - Melrose,601,773.53
22873,2020-06-05,Central LA,Los Angeles - Mid-city,124,825.02
22874,2020-06-05,Central LA,Los Angeles - Miracle Mile,44,244.65
22875,2020-06-05,San Fernando Valley,Los Angeles - Mission Hills,175,725.42
22876,2020-06-05,Northeast LA,Los Angeles - Mt. Washington,113,468.01
22877,2020-06-05,San Fernando Valley,Los Angeles - North Hills,520,844.5
22878,2020-06-05,San Fernando Valley,Los Angeles - North Hollywood,780,515.12
22879,2020-06-05,San Fernando Valley,Los Angeles - Northridge,383,548.73
22880,2020-06-05,Westside,Los Angeles - Pacific Palisades,61,286.51
22881,2020-06-05,San Fernando Valley,Los Angeles - Pacoima,849,1102.9
22882,2020-06-05,Westside,Los Angeles - Palms,196,446.7
22883,2020-06-05,San Fernando Valley,Los Angeles - Panorama City,869,1154.82
22884,2020-06-05,Central LA,Los Angeles - Park La Brea,21,154.64
22885,2020-06-05,Central LA,Los Angeles - Pico-Union,637,1522.39
22886,2020-06-05,South Bay,Los Angeles - Playa Del Rey,3,93.87
22887,2020-06-05,Westside,Los Angeles - Playa Vista,32,292.32
22888,2020-06-05,San Fernando Valley,Los Angeles - Porter Ranch,95,266.94
22889,2020-06-05,Westside,Los Angeles - Rancho Park,19,289.63
22890,2020-06-05,Central LA,Los Angeles - Regent Square,4,143.88
22891,2020-06-05,San Fernando Valley,Los Angeles - Reseda,682,890.14
22892,2020-06-05,San Fernando Valley,Los Angeles - Reseda Ranch,30,647.11
22893,2020-06-05,Central LA,Los Angeles - Reynier Village,12,283.82
22894,2020-06-05,,Los Angeles - San Pedro*,937,1200.7
22895,2020-06-05,San Fernando Valley,Los Angeles - Shadow Hills,11,247.64
22896,2020-06-05,San Fernando Valley,Los Angeles - Sherman Oaks,251,287.67
22897,2020-06-05,Central LA,Los Angeles - Silverlake,204,462.76
22898,2020-06-05,Central LA,Los Angeles - South Carthay,37,349.22
22899,2020-06-05,South LA,Los Angeles - South Park,459,1209.14
22900,2020-06-05,Central LA,Los Angeles - St Elmo Village,48,1047.12
22901,2020-06-05,San Fernando Valley,Los Angeles - Studio City,86,383.24
22902,2020-06-05,San Fernando Valley,Los Angeles - Sun Valley,341,649.73
22903,2020-06-05,Verdugos,Los Angeles - Sunland,163,798.71
22904,2020-06-05,Central LA,Los Angeles - Sycamore Square,1,154.56
22905,2020-06-05,,Los Angeles - Sylmar*,883,1071.63
22906,2020-06-05,San Fernando Valley,Los Angeles - Tarzana,235,761.11
22907,2020-06-05,Central LA,Los Angeles - Temple-Beaudry,355,899.14
22908,2020-06-05,Central LA,Los Angeles - Thai Town,33,336.43
22909,2020-06-05,San Fernando Valley,Los Angeles - Toluca Lake,20,229.78
22910,2020-06-05,San Fernando Valley,Los Angeles - Toluca Terrace,6,459.42
22911,2020-06-05,San Fernando Valley,Los Angeles - Toluca Woods,3,161.46
22912,2020-06-05,Verdugos,Los Angeles - Tujunga,131,471.05
22913,2020-06-05,San Gabriel Valley,Los Angeles - University Hills,14,408.28
22914,2020-06-05,South LA,Los Angeles - University Park,230,837.7
22915,2020-06-05,San Fernando Valley,Los Angeles - Valley Glen,148,493.07
22916,2020-06-05,San Fernando Valley,Los Angeles - Valley Village,222,898.06
22917,2020-06-05,San Fernando Valley,Los Angeles - Van Nuys,821,880.96
22918,2020-06-05,Westside,Los Angeles - Venice,68,200.68
22919,2020-06-05,South LA,Los Angeles - Vermont Knolls,186,1081.4
22920,2020-06-05,South LA,Los Angeles - Vermont Square,90,1175.4
22921,2020-06-05,South LA,Los Angeles - Vermont Vista,401,973.63
22922,2020-06-05,South LA,Los Angeles - Vernon Central,718,1380.82
22923,2020-06-05,South LA,Los Angeles - View Heights,10,270.71
22924,2020-06-05,South LA,Los Angeles - Watts,360,843.61
22925,2020-06-05,Central LA,Los Angeles - Wellington Square,26,528.99
22926,2020-06-05,South LA,Los Angeles - West Adams,252,912.05
22927,2020-06-05,San Fernando Valley,Los Angeles - West Hills,150,369.96
22928,2020-06-05,Westside,Los Angeles - West Los Angeles,90,239.13
22929,2020-06-05,South LA,Los Angeles - West Vernon,549,1023.41
22930,2020-06-05,South Bay,Los Angeles - Westchester,105,203.48
22931,2020-06-05,Central LA,Los Angeles - Westlake,842,1418.58
22932,2020-06-05,Westside,Los Angeles - Westwood,77,142.31
22933,2020-06-05,,Los Angeles - Wholesale District*,938,2596.25
22934,2020-06-05,Harbor,Los Angeles - Wilmington,313,554.11
22935,2020-06-05,Central LA,Los Angeles - Wilshire Center,274,546.14
22936,2020-06-05,San Fernando Valley,Los Angeles - Winnetka,328,633.38
22937,2020-06-05,San Fernando Valley,Los Angeles - Woodland Hills,178,261.55
22938,2020-06-05,Northwest County,Unincorporated - Agua Dulce,10,240.5
22939,2020-06-05,Verdugos,Unincorporated - Altadena,165,378.27
22940,2020-06-05,Antelope Valley,Unincorporated - Anaverde,2,132.63
22941,2020-06-05,Angeles Forest,Unincorporated - Angeles National Forest,2,160.64
22942,2020-06-05,San Gabriel Valley,Unincorporated - Arcadia,10,125.3
22943,2020-06-05,South LA,Unincorporated - Athens-Westmont,260,612.6
22944,2020-06-05,South LA,Unincorporated - Athens Village,36,735.14
22945,2020-06-05,San Gabriel Valley,Unincorporated - Avocado Heights,33,487.08
22946,2020-06-05,San Gabriel Valley,Unincorporated - Azusa,75,471.02
22947,2020-06-05,San Gabriel Valley,Unincorporated - Bassett,119,803.13
22948,2020-06-05,Northwest County,Unincorporated - Bouquet Canyon,1,93.2
22949,2020-06-05,San Gabriel Valley,Unincorporated - Bradbury,0,0.0
22950,2020-06-05,Northwest County,Unincorporated - Canyon Country,36,465.84
22951,2020-06-05,,Unincorporated - Castaic*,1045,3843.18
22952,2020-06-05,Southeast,Unincorporated - Cerritos,0,0.0
22953,2020-06-05,San Gabriel Valley,Unincorporated - Charter Oak,0,0.0
22954,2020-06-05,Pomona Valley,Unincorporated - Claremont,0,0.0
22955,2020-06-05,San Gabriel Valley,Unincorporated - Covina,63,374.58
22956,2020-06-05,South Bay,Unincorporated - Del Aire,16,364.22
22957,2020-06-05,Westside,Unincorporated - Del Rey,1,314.47
22958,2020-06-05,Antelope Valley,Unincorporated - Del Sur,2,82.82
22959,2020-06-05,Antelope Valley,Unincorporated - Desert View Highlands,6,240.67
22960,2020-06-05,San Gabriel Valley,Unincorporated - Duarte,17,383.92
22961,2020-06-05,San Gabriel Valley,Unincorporated - East Covina,0,0.0
22962,2020-06-05,Southeast,Unincorporated - East La Mirada,18,340.14
22963,2020-06-05,Antelope Valley,Unincorporated - East Lancaster,0,0.0
22964,2020-06-05,Eastside,Unincorporated - East Los Angeles,1240,989.87
22965,2020-06-05,San Gabriel Valley,Unincorporated - East Pasadena,4,62.47
22966,2020-06-05,Harbor,Unincorporated - East Rancho Dominguez,72,470.34
22967,2020-06-05,Southeast,Unincorporated - East Whittier,12,226.16
22968,2020-06-05,South Bay,Unincorporated - El Camino Village,44,500.51
22969,2020-06-05,San Gabriel Valley,Unincorporated - El Monte,0,0.0
22970,2020-06-05,Northwest County,Unincorporated - Elizabeth Lake,3,180.61
22971,2020-06-05,South LA,Unincorporated - Florence-Firestone,701,1083.38
22972,2020-06-05,Central LA,Unincorporated - Franklin Canyon,0,0.0
22973,2020-06-05,San Gabriel Valley,Unincorporated - Glendora,3,454.55
22974,2020-06-05,San Gabriel Valley,Unincorporated - Hacienda Heights,171,305.76
22975,2020-06-05,Harbor,Unincorporated - Harbor Gateway,0,0.0
22976,2020-06-05,South Bay,Unincorporated - Hawthorne,6,238.66
22977,2020-06-05,Antelope Valley,Unincorporated - Hi Vista,1,91.07
22978,2020-06-05,Angeles Forest,Unincorporated - Kagel/Lopez Canyons,8,566.57
22979,2020-06-05,Verdugos,Unincorporated - La Crescenta-Montrose,33,166.66
22980,2020-06-05,San Gabriel Valley,Unincorporated - La Habra Heights,0,0.0
22981,2020-06-05,Harbor,Unincorporated - La Rambla,13,626.51
22982,2020-06-05,Pomona Valley,Unincorporated - La Verne,5,245.1
22983,2020-06-05,Westside,Unincorporated - Ladera Heights,20,282.85
22984,2020-06-05,Northwest County,Unincorporated - Lake Hughes,1,149.7
22985,2020-06-05,Antelope Valley,Unincorporated - Lake Los Angeles,32,246.27
22986,2020-06-05,San Fernando Valley,Unincorporated - Lake Manor,4,243.46
22987,2020-06-05,Harbor,Unincorporated - Lakewood,0,0.0
22988,2020-06-05,South Bay,Unincorporated - Lennox,124,550.08
22989,2020-06-05,Antelope Valley,Unincorporated - Leona Valley,3,171.33
22990,2020-06-05,Antelope Valley,Unincorporated - Littlerock,16,397.91
22991,2020-06-05,Antelope Valley,Unincorporated - Littlerock/Juniper Hills,2,154.2
22992,2020-06-05,Antelope Valley,Unincorporated - Littlerock/Pearblossom,21,588.4
22993,2020-06-05,Antelope Valley,Unincorporated - Llano,1,114.03
22994,2020-06-05,Westside,Unincorporated - Marina del Rey,15,159.39
22995,2020-06-05,Central LA,Unincorporated - Miracle Mile,0,0.0
22996,2020-06-05,San Gabriel Valley,Unincorporated - Monrovia,22,566.86
22997,2020-06-05,Northwest County,Unincorporated - Newhall,1,454.55
22998,2020-06-05,Antelope Valley,Unincorporated - North Lancaster,6,500.83
22999,2020-06-05,San Gabriel Valley,Unincorporated - North Whittier,15,179.43
23000,2020-06-05,San Gabriel Valley,Unincorporated - Northeast San Gabriel,63,262.11
23001,2020-06-05,Antelope Valley,Unincorporated - Palmdale,4,475.06
23002,2020-06-05,South Bay,Unincorporated - Palos Verdes Peninsula,0,0.0
23003,2020-06-05,Antelope Valley,Unincorporated - Pearblossom/Llano,3,153.37
23004,2020-06-05,San Gabriel Valley,Unincorporated - Pellissier Village,1,161.55
23005,2020-06-05,Angeles Forest,Unincorporated - Placerita Canyon,0,0.0
23006,2020-06-05,Pomona Valley,Unincorporated - Pomona,3,154.8
23007,2020-06-05,Antelope Valley,Unincorporated - Quartz Hill,46,356.42
23008,2020-06-05,Harbor,Unincorporated - Rancho Dominguez,20,751.6
23009,2020-06-05,Antelope Valley,Unincorporated - Roosevelt,0,0.0
23010,2020-06-05,Southeast,Unincorporated - Rosewood,8,622.08
23011,2020-06-05,South LA,Unincorporated - Rosewood/East Gardena,0,0.0
23012,2020-06-05,Southeast,Unincorporated - Rosewood/West Rancho Dominguez,28,833.09
23013,2020-06-05,San Gabriel Valley,Unincorporated - Rowland Heights,160,313.59
23014,2020-06-05,Harbor,Unincorporated - San Clemente Island,0,0.0
23015,2020-06-05,Northwest County,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0.0
23016,2020-06-05,San Gabriel Valley,Unincorporated - San Jose Hills,84,415.41
23017,2020-06-05,San Gabriel Valley,Unincorporated - San Pasqual,1,49.14
23018,2020-06-05,Angeles Forest,Unincorporated - Sand Canyon,0,0.0
23019,2020-06-05,Harbor,Unincorporated - Santa Catalina Island,2,749.06
23020,2020-06-05,Santa Monica Mountains,Unincorporated - Santa Monica Mountains,26,139.63
23021,2020-06-05,Northwest County,Unincorporated - Saugus,4,2580.65
23022,2020-06-05,Northwest County,Unincorporated - Saugus/Canyon Country,0,0.0
23023,2020-06-05,Antelope Valley,Unincorporated - South Antelope Valley,1,219.78
23024,2020-06-05,San Gabriel Valley,Unincorporated - South El Monte,9,501.39
23025,2020-06-05,San Gabriel Valley,Unincorporated - South San Gabriel,42,474.68
23026,2020-06-05,Southeast,Unincorporated - South Whittier,188,317.45
23027,2020-06-05,Antelope Valley,Unincorporated - Southeast Antelope Valley,0,0.0
23028,2020-06-05,Northwest County,Unincorporated - Stevenson Ranch,35,166.94
23029,2020-06-05,Antelope Valley,Unincorporated - Sun Village,21,347.91
23030,2020-06-05,San Gabriel Valley,Unincorporated - Sunrise Village,5,385.8
23031,2020-06-05,Northwest County,Unincorporated - Twin Lakes/Oat Mountain,4,241.25
23032,2020-06-05,Northwest County,Unincorporated - Val Verde,27,815.96
23033,2020-06-05,Northwest County,Unincorporated - Valencia,9,292.97
23034,2020-06-05,San Gabriel Valley,Unincorporated - Valinda,108,462.11
23035,2020-06-05,South LA,Unincorporated - View Park/Windsor Hills,37,318.01
23036,2020-06-05,Southeast,Unincorporated - Walnut Park,147,910.61
23037,2020-06-05,Antelope Valley,Unincorporated - West Antelope Valley,2,132.36
23038,2020-06-05,Harbor,Unincorporated - West Carson,111,502.58
23039,2020-06-05,San Fernando Valley,Unincorporated - West Chatsworth,0,0.0
23040,2020-06-05,San Gabriel Valley,Unincorporated - West Puente Valley,48,488.05
23041,2020-06-05,Harbor,Unincorporated - West Rancho Dominguez,10,735.84
23042,2020-06-05,Southeast,Unincorporated - West Whittier/Los Nietos,190,705.66
23043,2020-06-05,South Bay,Unincorporated - Westfield/Academy Hills,0,0.0
23044,2020-06-05,San Fernando Valley,Unincorporated - Westhills,0,0.0
23045,2020-06-05,Antelope Valley,Unincorporated - White Fence Farms,6,162.91
23046,2020-06-05,San Gabriel Valley,Unincorporated - Whittier,15,396.41
23047,2020-06-05,San Gabriel Valley,Unincorporated - Whittier Narrows,0,0.0
23048,2020-06-05,South LA,Unincorporated - Willowbrook,288,824.91
23049,2020-06-05,South Bay,Unincorporated - Wiseburn,19,315.25
23050,2020-06-05,Harbor,City of Long Beach,2160,466.9
23051,2020-06-05,Verdugos,City of Pasadena,968,686.38
23052,2020-06-06,Santa Monica Mountains,City of Agoura Hills,35,167.6
23053,2020-06-06,San Gabriel Valley,City of Alhambra,238,274.43
23054,2020-06-06,San Gabriel Valley,City of Arcadia,97,167.95
23055,2020-06-06,Southeast,City of Artesia,43,256.03
23056,2020-06-06,Harbor,City of Avalon,0,0.0
23057,2020-06-06,San Gabriel Valley,City of Azusa,216,431.65
23058,2020-06-06,San Gabriel Valley,City of Baldwin Park,405,527.56
23059,2020-06-06,Southeast,City of Bell,408,1122.98
23060,2020-06-06,Southeast,City of Bell Gardens,359,833.51
23061,2020-06-06,Southeast,City of Bellflower,457,587.89
23062,2020-06-06,Westside,City of Beverly Hills,146,422.94
23063,2020-06-06,San Gabriel Valley,City of Bradbury,4,374.18
23064,2020-06-06,San Fernando Valley,City of Burbank,409,381.6
23065,2020-06-06,Santa Monica Mountains,City of Calabasas,90,370.02
23066,2020-06-06,Harbor,City of Carson,466,496.56
23067,2020-06-06,Southeast,City of Cerritos,136,271.64
