Date,Region,Area,Cases,Case Rate,CF Outbreak
2020-03-31,Central LA,City of West Hollywood,56,156.43,
2020-03-31,Santa Monica Mountains,City of Westlake Village,,,
2020-03-31,San Gabriel Valley,City of Whittier,12,13.62,
2020-03-31,,Los Angeles,1386,34.35,
2020-03-31,South LA,Los Angeles - Adams-Normandie,5,58.91,
2020-03-31,South LA,Los Angeles - Alsace,,,
2020-03-31,Angeles Forest,Los Angeles - Angeles National Forest,0,0.0,
2020-03-31,Central LA,Los Angeles - Angelino Heights,0,0.0,
2020-03-31,San Fernando Valley,Los Angeles - Arleta,7,19.94,
2020-03-31,Northeast LA,Los Angeles - Atwater Village,,,
2020-03-31,South LA,Los Angeles - Baldwin Hills,11,36.67,
2020-03-31,Westside,Los Angeles - Bel Air,11,133.85,
2020-03-31,Westside,Los Angeles - Beverly Crest,20,161.36,
2020-03-31,Westside,Los Angeles - Beverlywood,13,97.59,
2020-03-31,Eastside,Los Angeles - Boyle Heights,11,12.61,
2020-03-31,Westside,Los Angeles - Brentwood,36,115.14,
2020-03-31,Central LA,Los Angeles - Brookside,0,0.0,
2020-03-31,Central LA,Los Angeles - Cadillac-Corning,,,
2020-03-31,San Fernando Valley,Los Angeles - Canoga Park,7,10.99,
2020-03-31,Central LA,Los Angeles - Carthay,16,119.24,
2020-03-31,South LA,Los Angeles - Central,11,28.13,
2020-03-31,Westside,Los Angeles - Century City,13,107.33,
2020-03-31,South LA,Los Angeles - Century Palms/Cove,10,29.53,
2020-03-31,San Fernando Valley,Los Angeles - Chatsworth,14,38.85,
2020-03-31,Westside,Los Angeles - Cheviot Hills,6,64.77,
2020-03-31,Central LA,Los Angeles - Chinatown,,,
2020-03-31,Central LA,Los Angeles - Cloverdale/Cochran,,,
2020-03-31,Central LA,Los Angeles - Country Club Park,5,32.46,
2020-03-31,South LA,Los Angeles - Crenshaw District,,,
2020-03-31,Central LA,Los Angeles - Crestview,13,113.58,
2020-03-31,Westside,Los Angeles - Del Rey,16,54.69,
2020-03-31,Central LA,Los Angeles - Downtown,14,57.73,
2020-03-31,Northeast LA,Los Angeles - Eagle Rock,10,25.53,
2020-03-31,Central LA,Los Angeles - East Hollywood,13,43.64,
2020-03-31,Central LA,Los Angeles - Echo Park,5,34.85,
2020-03-31,Eastside,Los Angeles - El Sereno,3,7.19,
2020-03-31,Central LA,Los Angeles - Elysian Park,,,
2020-03-31,Northeast LA,Los Angeles - Elysian Valley,,,
2020-03-31,San Fernando Valley,Los Angeles - Encino,30,70.53,
2020-03-31,South LA,Los Angeles - Exposition,0,0.0,
2020-03-31,South LA,Los Angeles - Exposition Park,7,15.49,
2020-03-31,Central LA,Los Angeles - Faircrest Heights,0,0.0,
2020-03-31,South LA,Los Angeles - Figueroa Park Square,0,0.0,
2020-03-31,South LA,Los Angeles - Florence-Firestone,12,24.56,
2020-03-31,Northeast LA,Los Angeles - Glassell Park,11,35.05,
2020-03-31,South LA,Los Angeles - Gramercy Place,,,
2020-03-31,San Fernando Valley,Los Angeles - Granada Hills,10,17.25,
2020-03-31,South LA,Los Angeles - Green Meadows,7,32.21,
2020-03-31,Central LA,Los Angeles - Hancock Park,30,182.65,
2020-03-31,Harbor,Los Angeles - Harbor City,5,17.27,
2020-03-31,Harbor,Los Angeles - Harbor Gateway,9,20.6,
2020-03-31,Harbor,Los Angeles - Harbor Pines,0,0.0,
2020-03-31,Central LA,Los Angeles - Harvard Heights,,,
2020-03-31,South LA,Los Angeles - Harvard Park,4,10.09,
2020-03-31,Northeast LA,Los Angeles - Highland Park,9,18.68,
2020-03-31,Central LA,Los Angeles - Historic Filipinotown,0,0.0,
2020-03-31,Central LA,Los Angeles - Hollywood,61,93.93,
2020-03-31,Central LA,Los Angeles - Hollywood Hills,29,100.43,
2020-03-31,South LA,Los Angeles - Hyde Park,7,23.82,
2020-03-31,South LA,Los Angeles - Jefferson Park,0,0.0,
2020-03-31,Central LA,Los Angeles - Koreatown,14,26.61,
2020-03-31,Central LA,Los Angeles - Lafayette Square,,,
2020-03-31,San Fernando Valley,Los Angeles - Lake Balboa,11,26.4,
2020-03-31,San Fernando Valley,Los Angeles - Lakeview Terrace,5,37.42,
2020-03-31,South LA,Los Angeles - Leimert Park,,,
2020-03-31,Eastside,Los Angeles - Lincoln Heights,4,12.1,
2020-03-31,Central LA,Los Angeles - Little Armenia,,,
2020-03-31,Central LA,Los Angeles - Little Bangladesh,5,17.2,
2020-03-31,Central LA,Los Angeles - Little Tokyo,,,
2020-03-31,Central LA,Los Angeles - Longwood,,,
2020-03-31,Central LA,Los Angeles - Los Feliz,13,60.92,
2020-03-31,South LA,Los Angeles - Manchester Square,,,
2020-03-31,Westside,Los Angeles - Mandeville Canyon,,,
2020-03-31,Westside,Los Angeles - Mar Vista,13,31.03,
2020-03-31,Westside,Los Angeles - Marina Peninsula,,,
2020-03-31,Central LA,Los Angeles - Melrose,100,128.81,
2020-03-31,Central LA,Los Angeles - Mid-city,11,73.03,
2020-03-31,Central LA,Los Angeles - Miracle Mile,12,67.92,
2020-03-31,San Fernando Valley,Los Angeles - Mission Hills,6,25.03,
2020-03-31,Northeast LA,Los Angeles - Mt. Washington,,,
2020-03-31,San Fernando Valley,Los Angeles - North Hills,9,14.77,
2020-03-31,San Fernando Valley,Los Angeles - North Hollywood,39,25.77,
2020-03-31,San Fernando Valley,Los Angeles - Northridge,9,13.28,
2020-03-31,Westside,Los Angeles - Pacific Palisades,22,106.26,
2020-03-31,San Fernando Valley,Los Angeles - Pacoima,5,6.25,
2020-03-31,Westside,Los Angeles - Palisades Highlands,,,
2020-03-31,Westside,Los Angeles - Palms,25,55.36,
2020-03-31,San Fernando Valley,Los Angeles - Panorama City,7,9.21,
2020-03-31,Central LA,Los Angeles - Park La Brea,,,
2020-03-31,Central LA,Los Angeles - Pico-Union,7,16.43,
2020-03-31,South Bay,Los Angeles - Playa Del Rey,,,
2020-03-31,Westside,Los Angeles - Playa Vista,7,70.11,
2020-03-31,San Fernando Valley,Los Angeles - Porter Ranch,8,24.09,
2020-03-31,Westside,Los Angeles - Rancho Park,,,
2020-03-31,Central LA,Los Angeles - Regent Square,,,
2020-03-31,San Fernando Valley,Los Angeles - Reseda,20,26.4,
2020-03-31,San Fernando Valley,Los Angeles - Reseda Ranch,,,
2020-03-31,Central LA,Los Angeles - Reynier Village,,,
2020-03-31,Harbor,Los Angeles - San Pedro,14,17.99,
2020-03-31,San Fernando Valley,Los Angeles - Shadow Hills,,,
2020-03-31,San Fernando Valley,Los Angeles - Sherman Oaks,33,38.84,
2020-03-31,Central LA,Los Angeles - Silverlake,20,46.31,
2020-03-31,Central LA,Los Angeles - South Carthay,8,75.5,
2020-03-31,South LA,Los Angeles - South Park,5,12.79,
2020-03-31,Central LA,Los Angeles - St Elmo Village,0,0.0,
2020-03-31,San Fernando Valley,Los Angeles - Studio City,18,84.1,
2020-03-31,San Fernando Valley,Los Angeles - Sun Valley,8,14.49,
2020-03-31,Verdugos,Los Angeles - Sunland,5,24.38,
2020-03-31,Central LA,Los Angeles - Sycamore Square,0,0.0,
2020-03-31,San Fernando Valley,Los Angeles - Sylmar,25,30.21,
2020-03-31,San Fernando Valley,Los Angeles - Tarzana,26,86.02,
2020-03-31,Central LA,Los Angeles - Temple-Beaudry,10,25.65,
2020-03-31,Central LA,Los Angeles - Thai Town,,,
2020-03-31,San Fernando Valley,Los Angeles - Toluca Lake,,,
2020-03-31,San Fernando Valley,Los Angeles - Toluca Terrace,0,0.0,
2020-03-31,San Fernando Valley,Los Angeles - Toluca Woods,0,0.0,
2020-03-31,Verdugos,Los Angeles - Tujunga,5,17.75,
2020-03-31,Eastside,Los Angeles - University Hills,0,0.0,
2020-03-31,South LA,Los Angeles - University Park,12,44.57,
2020-03-31,San Fernando Valley,Los Angeles - Valley Glen,7,23.45,
2020-03-31,San Fernando Valley,Los Angeles - Valley Village,21,89.64,
2020-03-31,San Fernando Valley,Los Angeles - Van Nuys,13,14.0,
2020-03-31,Westside,Los Angeles - Venice,18,52.73,
2020-03-31,South LA,Los Angeles - Vermont Knolls,,,
2020-03-31,South LA,Los Angeles - Vermont Square,,,
2020-03-31,South LA,Los Angeles - Vermont Vista,6,14.4,
2020-03-31,South LA,Los Angeles - Vernon Central,5,9.24,
2020-03-31,Central LA,Los Angeles - Victoria Park,,,
2020-03-31,South LA,Los Angeles - View Heights,,,
2020-03-31,South LA,Los Angeles - Watts,7,15.94,
2020-03-31,Central LA,Los Angeles - Wellington Square,0,0.0,
2020-03-31,South LA,Los Angeles - West Adams,12,42.67,
2020-03-31,San Fernando Valley,Los Angeles - West Hills,10,25.56,
2020-03-31,Westside,Los Angeles - West Los Angeles,20,53.34,
2020-03-31,South LA,Los Angeles - West Vernon,13,23.94,
2020-03-31,South Bay,Los Angeles - Westchester,17,33.47,
2020-03-31,Central LA,Los Angeles - Westlake,10,17.04,
2020-03-31,Westside,Los Angeles - Westwood,28,51.45,
2020-03-31,Central LA,Los Angeles - Wholesale District,10,26.18,
2020-03-31,Harbor,Los Angeles - Wilmington,12,20.95,
2020-03-31,Central LA,Los Angeles - Wilshire Center,8,15.55,
2020-03-31,San Fernando Valley,Los Angeles - Winnetka,10,19.59,
2020-03-31,San Fernando Valley,Los Angeles - Woodland Hills,25,38.73,
2020-03-31,Antelope Valley,Unincorporated - Acton,0,0.0,
2020-03-31,Northwest County,Unincorporated - Agua Dulce,0,0.0,
2020-03-31,Verdugos,Unincorporated - Altadena,12,28.26,
2020-03-31,Antelope Valley,Unincorporated - Anaverde,0,0.0,
2020-03-31,Angeles Forest,Unincorporated - Angeles National Forest,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Arcadia,0,0.0,
2020-03-31,South LA,Unincorporated - Athens-Westmont,11,26.42,
2020-03-31,South LA,Unincorporated - Athens Village,,,
2020-03-31,San Gabriel Valley,Unincorporated - Avocado Heights,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Azusa,0,0.0,
2020-03-31,Eastside,Unincorporated - Bandini Islands,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Bassett,0,0.0,
2020-03-31,Northwest County,Unincorporated - Bouquet Canyon,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Bradbury,0,0.0,
2020-03-31,Northwest County,Unincorporated - Canyon Country,,,
2020-03-31,Northwest County,Unincorporated - Castaic,3,10.59,
2020-03-31,Southeast,Unincorporated - Cerritos,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Charter Oak,0,0.0,
2020-03-31,Pomona Valley,Unincorporated - Claremont,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Covina,,,
2020-03-31,South Bay,Unincorporated - Del Aire,,,
2020-03-31,Westside,Unincorporated - Del Rey,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Del Sur,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Desert View Highlands,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Duarte,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - East Covina,0,0.0,
2020-03-31,Southeast,Unincorporated - East La Mirada,,,
2020-03-31,Antelope Valley,Unincorporated - East Lancaster,0,0.0,
2020-03-31,Eastside,Unincorporated - East Los Angeles,14,11.02,
2020-03-31,San Gabriel Valley,Unincorporated - East Pasadena,0,0.0,
2020-03-31,Southeast,Unincorporated - East Rancho Dominguez,0,0.0,
2020-03-31,Southeast,Unincorporated - East Whittier,,,
2020-03-31,South Bay,Unincorporated - El Camino Village,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - El Monte,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Elizabeth Lake,0,0.0,
2020-03-31,South LA,Unincorporated - Florence-Firestone,0,0.0,
2020-03-31,Central LA,Unincorporated - Franklin Canyon,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Glendora,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Hacienda Heights,5,9.15,
2020-03-31,Harbor,Unincorporated - Harbor Gateway,0,0.0,
2020-03-31,South Bay,Unincorporated - Hawthorne,,,
2020-03-31,Antelope Valley,Unincorporated - Hi Vista,0,0.0,
2020-03-31,Angeles Forest,Unincorporated - Kagel/Lopez Canyons,0,0.0,
2020-03-31,Verdugos,Unincorporated - La Crescenta-Montrose,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - La Habra Heights,0,0.0,
2020-03-31,Harbor,Unincorporated - La Rambla,,,
2020-03-31,Pomona Valley,Unincorporated - La Verne,,,
2020-03-31,Westside,Unincorporated - Ladera Heights,5,84.18,
2020-03-31,Northwest County,Unincorporated - Lake Hughes,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Lake Los Angeles,0,0.0,
2020-03-31,San Fernando Valley,Unincorporated - Lake Manor,0,0.0,
2020-03-31,Harbor,Unincorporated - Lakewood,0,0.0,
2020-03-31,South Bay,Unincorporated - Lennox,8,33.92,
2020-03-31,Antelope Valley,Unincorporated - Leona Valley,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Littlerock,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Littlerock/Juniper Hills,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Littlerock/Pearblossom,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Llano,0,0.0,
2020-03-31,Harbor,Unincorporated - Long Beach,0,0.0,
2020-03-31,Southeast,Unincorporated - Lynwood,0,0.0,
2020-03-31,Westside,Unincorporated - Marina del Rey,5,54.51,
2020-03-31,Central LA,Unincorporated - Miracle Mile,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Monrovia,,,
2020-03-31,Northwest County,Unincorporated - Newhall,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - North Lancaster,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - North Whittier,,,
2020-03-31,San Gabriel Valley,Unincorporated - Northeast San Gabriel,0,0.0,
2020-03-31,Pomona Valley,Unincorporated - Padua Hills,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Palmdale,0,0.0,
2020-03-31,South Bay,Unincorporated - Palos Verdes Peninsula,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Pearblossom/Llano,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Pellissier Village,0,0.0,
2020-03-31,Angeles Forest,Unincorporated - Placerita Canyon,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Pomona,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - Quartz Hill,,,
2020-03-31,Harbor,Unincorporated - Rancho Dominguez,,,
2020-03-31,Antelope Valley,Unincorporated - Roosevelt,0,0.0,
2020-03-31,Southeast,Unincorporated - Rosewood,0,0.0,
2020-03-31,Southeast,Unincorporated - Rosewood/East Gardena,0,0.0,
2020-03-31,Southeast,Unincorporated - Rosewood/West Rancho Dominguez,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Rowland Heights,3,5.9,
2020-03-31,Harbor,Unincorporated - San Clemente Island,0,0.0,
2020-03-31,Northwest County,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - San Jose Hills,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - San Pasqual,0,0.0,
2020-03-31,Angeles Forest,Unincorporated - Sand Canyon,0,0.0,
2020-03-31,Harbor,Unincorporated - Santa Catalina Island,0,0.0,
2020-03-31,Santa Monica Mountains,Unincorporated - Santa Monica Mountains,0,0.0,
2020-03-31,Northwest County,Unincorporated - Saugus,0,0.0,
2020-03-31,Northwest County,Unincorporated - Saugus/Canyon Country,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - South Antelope Valley,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - South Edwards,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - South El Monte,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - South San Gabriel,0,0.0,
2020-03-31,Southeast,Unincorporated - South Whittier,7,12.02,
2020-03-31,Antelope Valley,Unincorporated - Southeast Antelope Valley,0,0.0,
2020-03-31,Northwest County,Unincorporated - Stevenson Ranch,,,
2020-03-31,Antelope Valley,Unincorporated - Sun Village,,,
2020-03-31,San Gabriel Valley,Unincorporated - Sunrise Village,0,0.0,
2020-03-31,Northwest County,Unincorporated - Twin Lakes/Oat Mountain,0,0.0,
2020-03-31,San Fernando Valley,Unincorporated - Universal City,0,0.0,
2020-03-31,Northwest County,Unincorporated - Val Verde,0,0.0,
2020-03-31,Northwest County,Unincorporated - Valencia,,,
2020-03-31,San Gabriel Valley,Unincorporated - Valinda,,,
2020-03-31,South LA,Unincorporated - View Park/Windsor Hills,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Walnut,0,0.0,
2020-03-31,Southeast,Unincorporated - Walnut Park,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - West Antelope Valley,0,0.0,
2020-03-31,Harbor,Unincorporated - West Carson,9,41.05,
2020-03-31,San Fernando Valley,Unincorporated - West Chatsworth,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - West Puente Valley,0,0.0,
2020-03-31,Harbor,Unincorporated - West Rancho Dominguez,0,0.0,
2020-03-31,Southeast,Unincorporated - West Whittier/Los Nietos,0,0.0,
2020-03-31,South Bay,Unincorporated - Westfield/Academy Hills,0,0.0,
2020-03-31,San Fernando Valley,Unincorporated - Westhills,0,0.0,
2020-03-31,Antelope Valley,Unincorporated - White Fence Farms,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Whittier,0,0.0,
2020-03-31,San Gabriel Valley,Unincorporated - Whittier Narrows,0,0.0,
2020-03-31,South LA,Unincorporated - Willowbrook,2,5.78,
2020-03-31,South Bay,Unincorporated - Wiseburn,,,
2020-03-31,Harbor,City of Long Beach,115,24.53,
2020-03-31,Verdugos,City of Pasadena,25,17.7,
2020-04-01,Santa Monica Mountains,City of Agoura Hills,10,47.24,
2020-04-01,San Gabriel Valley,City of Alhambra,13,14.99,
2020-04-01,San Gabriel Valley,City of Arcadia,12,21.06,
2020-04-01,Southeast,City of Artesia,,,
2020-04-01,Harbor,City of Avalon,0,0.0,
2020-04-01,San Gabriel Valley,City of Azusa,7,14.15,
2020-04-01,San Gabriel Valley,City of Baldwin Park,3,4.03,
2020-04-01,Southeast,City of Bell,12,32.79,
2020-04-01,Southeast,City of Bell Gardens,5,11.68,
2020-04-01,Southeast,City of Bellflower,23,30.24,
2020-04-01,Westside,City of Beverly Hills,39,112.55,
2020-04-01,San Gabriel Valley,City of Bradbury,0,0.0,
2020-04-01,San Fernando Valley,City of Burbank,39,37.25,
2020-04-01,Santa Monica Mountains,City of Calabasas,13,53.76,
2020-04-01,Harbor,City of Carson,44,46.94,
2020-04-01,Southeast,City of Cerritos,8,16.24,
2020-04-01,Pomona Valley,City of Claremont,3,8.31,
2020-04-01,Southeast,City of Commerce,,,
2020-04-01,Southeast,City of Compton,19,18.82,
2020-04-01,San Gabriel Valley,City of Covina,9,18.32,
2020-04-01,Southeast,City of Cudahy,8,32.62,
2020-04-01,Westside,City of Culver City,17,42.13,
2020-04-01,San Gabriel Valley,City of Diamond Bar,6,10.5,
2020-04-01,Southeast,City of Downey,37,32.51,
2020-04-01,San Gabriel Valley,City of Duarte,,,
2020-04-01,San Gabriel Valley,City of El Monte,6,5.28,
2020-04-01,South Bay,City of El Segundo,,,
2020-04-01,South Bay,City of Gardena,14,23.07,
2020-04-01,Verdugos,City of Glendale,86,42.66,
2020-04-01,San Gabriel Valley,City of Glendora,7,13.4,
2020-04-01,Harbor,City of Hawaiian Gardens,,,
2020-04-01,South Bay,City of Hawthorne,22,25.06,
2020-04-01,South Bay,City of Hermosa Beach,12,60.88,
2020-04-01,Santa Monica Mountains,City of Hidden Hills,0,0.0,
2020-04-01,Southeast,City of Huntington Park,13,21.85,
2020-04-01,San Gabriel Valley,City of Industry,0,0.0,
2020-04-01,South Bay,City of Inglewood,37,31.8,
2020-04-01,San Gabriel Valley,City of Irwindale,0,0.0,
2020-04-01,Verdugos,City of La Canada Flintridge,8,39.04,
2020-04-01,San Gabriel Valley,City of La Habra Heights,0,0.0,
2020-04-01,Southeast,City of La Mirada,9,18.19,
2020-04-01,San Gabriel Valley,City of La Puente,6,14.86,
2020-04-01,Pomona Valley,City of La Verne,2,6.04,
2020-04-01,Harbor,City of Lakewood,18,23.02,
2020-04-01,Antelope Valley,City of Lancaster,32,20.43,
2020-04-01,South Bay,City of Lawndale,7,20.97,
2020-04-01,South Bay,City of Lomita,,,
2020-04-01,Southeast,City of Lynwood,20,27.71,
2020-04-01,Santa Monica Mountains,City of Malibu,,,
2020-04-01,South Bay,City of Manhattan Beach,41,116.57,
2020-04-01,Southeast,City of Maywood,8,28.44,
2020-04-01,San Gabriel Valley,City of Monrovia,7,18.68,
2020-04-01,Southeast,City of Montebello,7,10.98,
2020-04-01,San Gabriel Valley,City of Monterey Park,9,14.72,
2020-04-01,Southeast,City of Norwalk,21,20.03,
2020-04-01,Antelope Valley,City of Palmdale,18,11.27,
2020-04-01,South Bay,City of Palos Verdes Estates,15,109.75,
2020-04-01,Southeast,City of Paramount,10,17.79,
2020-04-01,Southeast,City of Pico Rivera,14,21.86,
2020-04-01,Pomona Valley,City of Pomona,13,8.38,
2020-04-01,South Bay,City of Rancho Palos Verdes,16,37.29,
2020-04-01,South Bay,City of Redondo Beach,50,72.13,
2020-04-01,South Bay,City of Rolling Hills,0,0.0,
2020-04-01,South Bay,City of Rolling Hills Estates,,,
2020-04-01,San Gabriel Valley,City of Rosemead,3,5.45,
2020-04-01,San Gabriel Valley,City of San Dimas,5,14.7,
2020-04-01,San Fernando Valley,City of San Fernando,5,20.44,
2020-04-01,San Gabriel Valley,City of San Gabriel,6,14.88,
2020-04-01,San Gabriel Valley,City of San Marino,,,
2020-04-01,Northwest County,City of Santa Clarita,50,22.79,
2020-04-01,Southeast,City of Santa Fe Springs,,,
2020-04-01,Westside,City of Santa Monica,53,56.74,
2020-04-01,San Gabriel Valley,City of Sierra Madre,,,
2020-04-01,Harbor,City of Signal Hill,,,
2020-04-01,San Gabriel Valley,City of South El Monte,0,0.0,
2020-04-01,Southeast,City of South Gate,25,25.07,
2020-04-01,San Gabriel Valley,City of South Pasadena,7,26.99,
2020-04-01,San Gabriel Valley,City of Temple City,1,2.74,
2020-04-01,South Bay,City of Torrance,63,42.95,
2020-04-01,Southeast,City of Vernon,0,0.0,
2020-04-01,San Gabriel Valley,City of Walnut,4,13.3,
2020-04-01,San Gabriel Valley,City of West Covina,7,6.5,
2020-04-01,Central LA,City of West Hollywood,64,178.78,
