Date,Area,Region,Cases,Case Rate,CF Outbreak
2020-03-31,Los Angeles - Adams-Normandie,South LA,5,58.91,
2020-03-31,Los Angeles - Alsace,South LA,,,
2020-03-31,Los Angeles - Angeles National Forest,Angeles Forest,0,0.0,
2020-03-31,Los Angeles - Angelino Heights,Central LA,0,0.0,
2020-03-31,Los Angeles - Arleta,San Fernando Valley,7,19.94,
2020-03-31,Los Angeles - Atwater Village,Northeast LA,,,
2020-03-31,Los Angeles - Baldwin Hills,South LA,11,36.67,
2020-03-31,Los Angeles - Bel Air,Westside,11,133.85,
2020-03-31,Los Angeles - Beverly Crest,Westside,20,161.36,
2020-03-31,Los Angeles - Beverlywood,Westside,13,97.59,
2020-03-31,Los Angeles - Boyle Heights,Eastside,11,12.61,
2020-03-31,Los Angeles - Brentwood,Westside,36,115.14,
2020-03-31,Los Angeles - Brookside,Central LA,0,0.0,
2020-03-31,Los Angeles - Cadillac-Corning,Central LA,,,
2020-03-31,Los Angeles - Canoga Park,San Fernando Valley,7,10.99,
2020-03-31,Los Angeles - Carthay,Central LA,16,119.24,
2020-03-31,Los Angeles - Central,South LA,11,28.13,
2020-03-31,Los Angeles - Century City,Westside,13,107.33,
2020-03-31,Los Angeles - Century Palms/Cove,South LA,10,29.53,
2020-03-31,Los Angeles - Chatsworth,San Fernando Valley,14,38.85,
2020-03-31,Los Angeles - Cheviot Hills,Westside,6,64.77,
2020-03-31,Los Angeles - Chinatown,Central LA,,,
2020-03-31,Los Angeles - Cloverdale/Cochran,Central LA,,,
2020-03-31,Los Angeles - Country Club Park,Central LA,5,32.46,
2020-03-31,Los Angeles - Crenshaw District,South LA,,,
2020-03-31,Los Angeles - Crestview,Central LA,13,113.58,
2020-03-31,Los Angeles - Del Rey,Westside,16,54.69,
2020-03-31,Los Angeles - Downtown,Central LA,14,57.73,
2020-03-31,Los Angeles - Eagle Rock,Northeast LA,10,25.53,
2020-03-31,Los Angeles - East Hollywood,Central LA,13,43.64,
2020-03-31,Los Angeles - Echo Park,Central LA,5,34.85,
2020-03-31,Los Angeles - El Sereno,Eastside,3,7.19,
2020-03-31,Los Angeles - Elysian Park,Central LA,,,
2020-03-31,Los Angeles - Elysian Valley,Northeast LA,,,
2020-03-31,Los Angeles - Encino,San Fernando Valley,30,70.53,
2020-03-31,Los Angeles - Exposition,South LA,0,0.0,
2020-03-31,Los Angeles - Exposition Park,South LA,7,15.49,
2020-03-31,Los Angeles - Faircrest Heights,Central LA,0,0.0,
2020-03-31,Los Angeles - Figueroa Park Square,South LA,0,0.0,
2020-03-31,Los Angeles - Florence-Firestone,South LA,12,24.56,
2020-03-31,Los Angeles - Glassell Park,Northeast LA,11,35.05,
2020-03-31,Los Angeles - Gramercy Place,South LA,,,
2020-03-31,Los Angeles - Granada Hills,San Fernando Valley,10,17.25,
2020-03-31,Los Angeles - Green Meadows,South LA,7,32.21,
2020-03-31,Los Angeles - Hancock Park,Central LA,30,182.65,
2020-03-31,Los Angeles - Harbor City,Harbor,5,17.27,
2020-03-31,Los Angeles - Harbor Gateway,Harbor,9,20.6,
2020-03-31,Los Angeles - Harbor Pines,Harbor,0,0.0,
2020-03-31,Los Angeles - Harvard Heights,Central LA,,,
2020-03-31,Los Angeles - Harvard Park,South LA,4,10.09,
2020-03-31,Los Angeles - Highland Park,Northeast LA,9,18.68,
2020-03-31,Los Angeles - Historic Filipinotown,Central LA,0,0.0,
2020-03-31,Los Angeles - Hollywood,Central LA,61,93.93,
2020-03-31,Los Angeles - Hollywood Hills,Central LA,29,100.43,
2020-03-31,Los Angeles - Hyde Park,South LA,7,23.82,
2020-03-31,Los Angeles - Jefferson Park,South LA,0,0.0,
2020-03-31,Los Angeles - Koreatown,Central LA,14,26.61,
2020-03-31,Los Angeles - Lafayette Square,Central LA,,,
2020-03-31,Los Angeles - Lake Balboa,San Fernando Valley,11,26.4,
2020-03-31,Los Angeles - Lakeview Terrace,San Fernando Valley,5,37.42,
2020-03-31,Los Angeles - Leimert Park,South LA,,,
2020-03-31,Los Angeles - Lincoln Heights,Eastside,4,12.1,
2020-03-31,Los Angeles - Little Armenia,Central LA,,,
2020-03-31,Los Angeles - Little Bangladesh,Central LA,5,17.2,
2020-03-31,Los Angeles - Little Tokyo,Central LA,,,
2020-03-31,Los Angeles - Longwood,Central LA,,,
2020-03-31,Los Angeles - Los Feliz,Central LA,13,60.92,
2020-03-31,Los Angeles - Manchester Square,South LA,,,
2020-03-31,Los Angeles - Mandeville Canyon,Westside,,,
2020-03-31,Los Angeles - Mar Vista,Westside,13,31.03,
2020-03-31,Los Angeles - Marina Peninsula,Westside,,,
2020-03-31,Los Angeles - Melrose,Central LA,100,128.81,
2020-03-31,Los Angeles - Mid-city,Central LA,11,73.03,
2020-03-31,Los Angeles - Miracle Mile,Central LA,12,67.92,
2020-03-31,Los Angeles - Mission Hills,San Fernando Valley,6,25.03,
2020-03-31,Los Angeles - Mt. Washington,Northeast LA,,,
2020-03-31,Los Angeles - North Hills,San Fernando Valley,9,14.77,
2020-03-31,Los Angeles - North Hollywood,San Fernando Valley,39,25.77,
2020-03-31,Los Angeles - Northridge,San Fernando Valley,9,13.28,
2020-03-31,Los Angeles - Pacific Palisades,Westside,22,106.26,
2020-03-31,Los Angeles - Pacoima,San Fernando Valley,5,6.25,
2020-03-31,Los Angeles - Palisades Highlands,Westside,,,
2020-03-31,Los Angeles - Palms,Westside,25,55.36,
2020-03-31,Los Angeles - Panorama City,San Fernando Valley,7,9.21,
2020-03-31,Los Angeles - Park La Brea,Central LA,,,
2020-03-31,Los Angeles - Pico-Union,Central LA,7,16.43,
2020-03-31,Los Angeles - Playa Del Rey,South Bay,,,
2020-03-31,Los Angeles - Playa Vista,Westside,7,70.11,
2020-03-31,Los Angeles - Porter Ranch,San Fernando Valley,8,24.09,
2020-03-31,Los Angeles - Rancho Park,Westside,,,
2020-03-31,Los Angeles - Regent Square,Central LA,,,
2020-03-31,Los Angeles - Reseda,San Fernando Valley,20,26.4,
2020-03-31,Los Angeles - Reseda Ranch,San Fernando Valley,,,
2020-03-31,Los Angeles - Reynier Village,Central LA,,,
2020-03-31,Los Angeles - San Pedro,Harbor,14,17.99,
2020-03-31,Los Angeles - Shadow Hills,San Fernando Valley,,,
2020-03-31,Los Angeles - Sherman Oaks,San Fernando Valley,33,38.84,
2020-03-31,Los Angeles - Silverlake,Central LA,20,46.31,
2020-03-31,Los Angeles - South Carthay,Central LA,8,75.5,
2020-03-31,Los Angeles - South Park,South LA,5,12.79,
2020-03-31,Los Angeles - St Elmo Village,Central LA,0,0.0,
2020-03-31,Los Angeles - Studio City,San Fernando Valley,18,84.1,
2020-03-31,Los Angeles - Sun Valley,San Fernando Valley,8,14.49,
2020-03-31,Los Angeles - Sunland,Verdugos,5,24.38,
2020-03-31,Los Angeles - Sycamore Square,Central LA,0,0.0,
2020-03-31,Los Angeles - Sylmar,San Fernando Valley,25,30.21,
2020-03-31,Los Angeles - Tarzana,San Fernando Valley,26,86.02,
2020-03-31,Los Angeles - Temple-Beaudry,Central LA,10,25.65,
2020-03-31,Los Angeles - Thai Town,Central LA,,,
2020-03-31,Los Angeles - Toluca Lake,San Fernando Valley,,,
2020-03-31,Los Angeles - Toluca Terrace,San Fernando Valley,0,0.0,
2020-03-31,Los Angeles - Toluca Woods,San Fernando Valley,0,0.0,
2020-03-31,Los Angeles - Tujunga,Verdugos,5,17.75,
2020-03-31,Los Angeles - University Hills,Eastside,0,0.0,
2020-03-31,Los Angeles - University Park,South LA,12,44.57,
2020-03-31,Los Angeles - Valley Glen,San Fernando Valley,7,23.45,
2020-03-31,Los Angeles - Valley Village,San Fernando Valley,21,89.64,
2020-03-31,Los Angeles - Van Nuys,San Fernando Valley,13,14.0,
2020-03-31,Los Angeles - Venice,Westside,18,52.73,
2020-03-31,Los Angeles - Vermont Knolls,South LA,,,
2020-03-31,Los Angeles - Vermont Square,South LA,,,
2020-03-31,Los Angeles - Vermont Vista,South LA,6,14.4,
2020-03-31,Los Angeles - Vernon Central,South LA,5,9.24,
2020-03-31,Los Angeles - Victoria Park,Central LA,,,
2020-03-31,Los Angeles - View Heights,South LA,,,
2020-03-31,Los Angeles - Watts,South LA,7,15.94,
2020-03-31,Los Angeles - Wellington Square,Central LA,0,0.0,
2020-03-31,Los Angeles - West Adams,South LA,12,42.67,
2020-03-31,Los Angeles - West Hills,San Fernando Valley,10,25.56,
2020-03-31,Los Angeles - West Los Angeles,Westside,20,53.34,
2020-03-31,Los Angeles - West Vernon,South LA,13,23.94,
2020-03-31,Los Angeles - Westchester,South Bay,17,33.47,
2020-03-31,Los Angeles - Westlake,Central LA,10,17.04,
2020-03-31,Los Angeles - Westwood,Westside,28,51.45,
2020-03-31,Los Angeles - Wholesale District,Central LA,10,26.18,
2020-03-31,Los Angeles - Wilmington,Harbor,12,20.95,
2020-03-31,Los Angeles - Wilshire Center,Central LA,8,15.55,
2020-03-31,Los Angeles - Winnetka,San Fernando Valley,10,19.59,
2020-03-31,Los Angeles - Woodland Hills,San Fernando Valley,25,38.73,
2020-03-31,Unincorporated - Acton,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Agua Dulce,Northwest County,0,0.0,
2020-03-31,Unincorporated - Altadena,Verdugos,12,28.26,
2020-03-31,Unincorporated - Anaverde,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Angeles National Forest,Angeles Forest,0,0.0,
2020-03-31,Unincorporated - Arcadia,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Athens-Westmont,South LA,11,26.42,
2020-03-31,Unincorporated - Athens Village,South LA,,,
2020-03-31,Unincorporated - Avocado Heights,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Azusa,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Bandini Islands,Eastside,0,0.0,
2020-03-31,Unincorporated - Bassett,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Bouquet Canyon,Northwest County,0,0.0,
2020-03-31,Unincorporated - Bradbury,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Canyon Country,Northwest County,,,
2020-03-31,Unincorporated - Castaic,Northwest County,3,10.59,
2020-03-31,Unincorporated - Cerritos,Southeast,0,0.0,
2020-03-31,Unincorporated - Charter Oak,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Claremont,Pomona Valley,0,0.0,
2020-03-31,Unincorporated - Covina,San Gabriel Valley,,,
2020-03-31,Unincorporated - Del Aire,South Bay,,,
2020-03-31,Unincorporated - Del Rey,Westside,0,0.0,
2020-03-31,Unincorporated - Del Sur,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Desert View Highlands,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Duarte,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - East Covina,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - East La Mirada,Southeast,,,
2020-03-31,Unincorporated - East Lancaster,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - East Los Angeles,Eastside,14,11.02,
2020-03-31,Unincorporated - East Pasadena,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - East Rancho Dominguez,Southeast,0,0.0,
2020-03-31,Unincorporated - East Whittier,Southeast,,,
2020-03-31,Unincorporated - El Camino Village,South Bay,0,0.0,
2020-03-31,Unincorporated - El Monte,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Elizabeth Lake,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Florence-Firestone,South LA,0,0.0,
2020-03-31,Unincorporated - Franklin Canyon,Central LA,0,0.0,
2020-03-31,Unincorporated - Glendora,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Hacienda Heights,San Gabriel Valley,5,9.15,
2020-03-31,Unincorporated - Harbor Gateway,Harbor,0,0.0,
2020-03-31,Unincorporated - Hawthorne,South Bay,,,
2020-03-31,Unincorporated - Hi Vista,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Kagel/Lopez Canyons,Angeles Forest,0,0.0,
2020-03-31,Unincorporated - La Crescenta-Montrose,Verdugos,0,0.0,
2020-03-31,Unincorporated - La Habra Heights,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - La Rambla,Harbor,,,
2020-03-31,Unincorporated - La Verne,Pomona Valley,,,
2020-03-31,Unincorporated - Ladera Heights,Westside,5,84.18,
2020-03-31,Unincorporated - Lake Hughes,Northwest County,0,0.0,
2020-03-31,Unincorporated - Lake Los Angeles,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Lake Manor,San Fernando Valley,0,0.0,
2020-03-31,Unincorporated - Lakewood,Harbor,0,0.0,
2020-03-31,Unincorporated - Lennox,South Bay,8,33.92,
2020-03-31,Unincorporated - Leona Valley,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Littlerock,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Littlerock/Juniper Hills,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Littlerock/Pearblossom,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Llano,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Long Beach,Harbor,0,0.0,
2020-03-31,Unincorporated - Lynwood,Southeast,0,0.0,
2020-03-31,Unincorporated - Marina del Rey,Westside,5,54.51,
2020-03-31,Unincorporated - Miracle Mile,Central LA,0,0.0,
2020-03-31,Unincorporated - Monrovia,San Gabriel Valley,,,
2020-03-31,Unincorporated - Newhall,Northwest County,0,0.0,
2020-03-31,Unincorporated - North Lancaster,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - North Whittier,San Gabriel Valley,,,
2020-03-31,Unincorporated - Northeast San Gabriel,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Padua Hills,Pomona Valley,0,0.0,
2020-03-31,Unincorporated - Palmdale,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Palos Verdes Peninsula,South Bay,0,0.0,
2020-03-31,Unincorporated - Pearblossom/Llano,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Pellissier Village,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Placerita Canyon,Angeles Forest,0,0.0,
2020-03-31,Unincorporated - Pomona,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Quartz Hill,Antelope Valley,,,
2020-03-31,Unincorporated - Rancho Dominguez,Harbor,,,
2020-03-31,Unincorporated - Roosevelt,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Rosewood,Southeast,0,0.0,
2020-03-31,Unincorporated - Rosewood/East Gardena,Southeast,0,0.0,
2020-03-31,Unincorporated - Rosewood/West Rancho Dominguez,Southeast,0,0.0,
2020-03-31,Unincorporated - Rowland Heights,San Gabriel Valley,3,5.9,
2020-03-31,Unincorporated - San Clemente Island,Harbor,0,0.0,
2020-03-31,Unincorporated - San Francisquito Canyon/Bouquet Canyon,Northwest County,0,0.0,
2020-03-31,Unincorporated - San Jose Hills,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - San Pasqual,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Sand Canyon,Angeles Forest,0,0.0,
2020-03-31,Unincorporated - Santa Catalina Island,Harbor,0,0.0,
2020-03-31,Unincorporated - Santa Monica Mountains,Santa Monica Mountains,0,0.0,
2020-03-31,Unincorporated - Saugus,Northwest County,0,0.0,
2020-03-31,Unincorporated - Saugus/Canyon Country,Northwest County,0,0.0,
2020-03-31,Unincorporated - South Antelope Valley,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - South Edwards,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - South El Monte,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - South San Gabriel,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - South Whittier,Southeast,7,12.02,
2020-03-31,Unincorporated - Southeast Antelope Valley,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Stevenson Ranch,Northwest County,,,
2020-03-31,Unincorporated - Sun Village,Antelope Valley,,,
2020-03-31,Unincorporated - Sunrise Village,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Twin Lakes/Oat Mountain,Northwest County,0,0.0,
2020-03-31,Unincorporated - Universal City,San Fernando Valley,0,0.0,
2020-03-31,Unincorporated - Val Verde,Northwest County,0,0.0,
2020-03-31,Unincorporated - Valencia,Northwest County,,,
2020-03-31,Unincorporated - Valinda,San Gabriel Valley,,,
2020-03-31,Unincorporated - View Park/Windsor Hills,South LA,0,0.0,
2020-03-31,Unincorporated - Walnut,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Walnut Park,Southeast,0,0.0,
2020-03-31,Unincorporated - West Antelope Valley,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - West Carson,Harbor,9,41.05,
2020-03-31,Unincorporated - West Chatsworth,San Fernando Valley,0,0.0,
2020-03-31,Unincorporated - West Puente Valley,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - West Rancho Dominguez,Harbor,0,0.0,
2020-03-31,Unincorporated - West Whittier/Los Nietos,Southeast,0,0.0,
2020-03-31,Unincorporated - Westfield/Academy Hills,South Bay,0,0.0,
2020-03-31,Unincorporated - Westhills,San Fernando Valley,0,0.0,
2020-03-31,Unincorporated - White Fence Farms,Antelope Valley,0,0.0,
2020-03-31,Unincorporated - Whittier,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Whittier Narrows,San Gabriel Valley,0,0.0,
2020-03-31,Unincorporated - Willowbrook,South LA,2,5.78,
2020-03-31,Unincorporated - Wiseburn,South Bay,,,
2020-03-31,City of Long Beach,Harbor,115,24.53,
2020-03-31,City of Pasadena,Verdugos,25,17.7,
2020-04-01,City of Agoura Hills,Santa Monica Mountains,10,47.24,
2020-04-01,City of Alhambra,San Gabriel Valley,13,14.99,
2020-04-01,City of Arcadia,San Gabriel Valley,12,21.06,
2020-04-01,City of Artesia,Southeast,,,
2020-04-01,City of Avalon,Harbor,0,0.0,
2020-04-01,City of Azusa,San Gabriel Valley,7,14.15,
2020-04-01,City of Baldwin Park,San Gabriel Valley,3,4.03,
2020-04-01,City of Bell,Southeast,12,32.79,
2020-04-01,City of Bell Gardens,Southeast,5,11.68,
2020-04-01,City of Bellflower,Southeast,23,30.24,
2020-04-01,City of Beverly Hills,Westside,39,112.55,
2020-04-01,City of Bradbury,San Gabriel Valley,0,0.0,
2020-04-01,City of Burbank,San Fernando Valley,39,37.25,
2020-04-01,City of Calabasas,Santa Monica Mountains,13,53.76,
2020-04-01,City of Carson,Harbor,44,46.94,
2020-04-01,City of Cerritos,Southeast,8,16.24,
2020-04-01,City of Claremont,Pomona Valley,3,8.31,
2020-04-01,City of Commerce,Southeast,,,
2020-04-01,City of Compton,Southeast,19,18.82,
2020-04-01,City of Covina,San Gabriel Valley,9,18.32,
2020-04-01,City of Cudahy,Southeast,8,32.62,
2020-04-01,City of Culver City,Westside,17,42.13,
2020-04-01,City of Diamond Bar,San Gabriel Valley,6,10.5,
2020-04-01,City of Downey,Southeast,37,32.51,
2020-04-01,City of Duarte,San Gabriel Valley,,,
2020-04-01,City of El Monte,San Gabriel Valley,6,5.28,
2020-04-01,City of El Segundo,South Bay,,,
2020-04-01,City of Gardena,South Bay,14,23.07,
2020-04-01,City of Glendale,Verdugos,86,42.66,
2020-04-01,City of Glendora,San Gabriel Valley,7,13.4,
2020-04-01,City of Hawaiian Gardens,Harbor,,,
2020-04-01,City of Hawthorne,South Bay,22,25.06,
2020-04-01,City of Hermosa Beach,South Bay,12,60.88,
2020-04-01,City of Hidden Hills,Santa Monica Mountains,0,0.0,
2020-04-01,City of Huntington Park,Southeast,13,21.85,
2020-04-01,City of Industry,San Gabriel Valley,0,0.0,
2020-04-01,City of Inglewood,South Bay,37,31.8,
2020-04-01,City of Irwindale,San Gabriel Valley,0,0.0,
2020-04-01,City of La Canada Flintridge,Verdugos,8,39.04,
2020-04-01,City of La Habra Heights,San Gabriel Valley,0,0.0,
2020-04-01,City of La Mirada,Southeast,9,18.19,
2020-04-01,City of La Puente,San Gabriel Valley,6,14.86,
2020-04-01,City of La Verne,Pomona Valley,2,6.04,
2020-04-01,City of Lakewood,Harbor,18,23.02,
2020-04-01,City of Lancaster,Antelope Valley,32,20.43,
2020-04-01,City of Lawndale,South Bay,7,20.97,
2020-04-01,City of Lomita,South Bay,,,
2020-04-01,City of Lynwood,Southeast,20,27.71,
2020-04-01,City of Malibu,Santa Monica Mountains,,,
2020-04-01,City of Manhattan Beach,South Bay,41,116.57,
2020-04-01,City of Maywood,Southeast,8,28.44,
2020-04-01,City of Monrovia,San Gabriel Valley,7,18.68,
2020-04-01,City of Montebello,Southeast,7,10.98,
2020-04-01,City of Monterey Park,San Gabriel Valley,9,14.72,
2020-04-01,City of Norwalk,Southeast,21,20.03,
2020-04-01,City of Palmdale,Antelope Valley,18,11.27,
2020-04-01,City of Palos Verdes Estates,South Bay,15,109.75,
2020-04-01,City of Paramount,Southeast,10,17.79,
2020-04-01,City of Pico Rivera,Southeast,14,21.86,
2020-04-01,City of Pomona,Pomona Valley,13,8.38,
2020-04-01,City of Rancho Palos Verdes,South Bay,16,37.29,
2020-04-01,City of Redondo Beach,South Bay,50,72.13,
2020-04-01,City of Rolling Hills,South Bay,0,0.0,
2020-04-01,City of Rolling Hills Estates,South Bay,,,
2020-04-01,City of Rosemead,San Gabriel Valley,3,5.45,
2020-04-01,City of San Dimas,San Gabriel Valley,5,14.7,
2020-04-01,City of San Fernando,San Fernando Valley,5,20.44,
2020-04-01,City of San Gabriel,San Gabriel Valley,6,14.88,
2020-04-01,City of San Marino,San Gabriel Valley,,,
2020-04-01,City of Santa Clarita,Northwest County,50,22.79,
2020-04-01,City of Santa Fe Springs,Southeast,,,
2020-04-01,City of Santa Monica,Westside,53,56.74,
2020-04-01,City of Sierra Madre,San Gabriel Valley,,,
2020-04-01,City of Signal Hill,Harbor,,,
2020-04-01,City of South El Monte,San Gabriel Valley,0,0.0,
2020-04-01,City of South Gate,Southeast,25,25.07,
2020-04-01,City of South Pasadena,San Gabriel Valley,7,26.99,
2020-04-01,City of Temple City,San Gabriel Valley,1,2.74,
2020-04-01,City of Torrance,South Bay,63,42.95,
2020-04-01,City of Vernon,Southeast,0,0.0,
2020-04-01,City of Walnut,San Gabriel Valley,4,13.3,
2020-04-01,City of West Covina,San Gabriel Valley,7,6.5,
2020-04-01,City of West Hollywood,Central LA,64,178.78,
